course_id,grade,user_id,course_active,course_end_enroll_time,course_name,course_start_enroll_time,user_department,user_institute,user_position,course_group,course_tag,user_gender,user_age,user_age_group,institute,state
412,A,7726,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer,Chhotubhai Gopalbhai Patel Institute of Technology,Graduate Student,Self,Advanced,Male,62,56-65,DL,Assam
451,A+,7726,False,06-05-2018,Basic Programming Using Python(01 - 30April),30-03-2018,Computer,Chhotubhai Gopalbhai Patel Institute of Technology,Research Scolar,Self,Intermediate,Male,21,16-25,CQ,Jammu and Kashmir
412,B,7724,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science Engineering,ADYPU,Industry Professional,Self,Basic,Female,55,46-55,BG,Jharkhand
482,A+,7724,False,31-05-2018,Basic Programming Using Python(01 - 31 May),01-05-2018,Computer Science Engineering,ADYPU,Graduate Student,Self,Intermediate,Female,16,16-25,AM,Himachal Pradesh
412,B+,7732,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,use,jilt,Faculty,Self,Basic,Male,38,36-45,BH,Chhattisgarh
412,B+,7729,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science and Engineering,Jaypee Institute of Information Technology,Graduate Student,Self,Advanced,Female,30,26-35,CN,Chhattisgarh
412,F,7734,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,SLIET,School Student,Self,Intermediate,Male,40,36-45,BK,West Bengal
412,A,7403,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Postgraduate Student,Self,Intermediate,Male,23,16-25,DD,Jharkhand
412,A+,7563,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,COMPUTER SCIENCE AND ENGINERING,MEENAKSHI COLLEGE OF ENGINEERING,Graduate Student,Self,Basic,Male,53,46-55,AP,Kerala
412,A+,6615,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Aerospace,IITB,Graduate Student,Self,Advanced,Male,64,56-65,CJ,Goa
412,P,7744,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Information Technology,K.I.E.T Group of Institutions,others,Self,Advanced,Female,60,56-65,BG,Jharkhand
412,F,7745,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,IT,DPCOE Pune,Graduate Student,Self,Intermediate,Female,50,46-55,BQ,Bihar
412,A+,7736,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science,Techno India NJR,Industry Professional,Self,Basic,Male,60,56-65,CX,Chhattisgarh
412,A+,7028,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,computer science,vardhaman college of engineering,Graduate Student,Self,Basic,Male,56,56-65,DT,Maharashtra
416,A+,7028,False,07-03-2018,Vardhaman College of Engineering(5-03-2018),01-03-2018,computer science,vardhaman college of engineering,School Student,Self,Intermediate,Female,64,56-65,CR,Tripura
412,B,7763,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science,Gogte Institute of Technology,Postgraduate Student,Self,Intermediate,Male,44,36-45,BW,Goa
412,C,7766,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Intermediate,Female,43,36-45,AM,Himachal Pradesh
482,B,7766,False,31-05-2018,Basic Programming Using Python(01 - 31 May),01-05-2018,,,Graduate Student,Self,Intermediate,Female,40,36-45,AD,Gujarat
412,A,7768,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,information technolgy,oriental institute of science and technology bhopal,Faculty,Self,Intermediate,Male,52,46-55,DE,Tripura
412,A+,7426,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Advanced,Male,28,26-35,CW,Tamil Nadu
412,A+,7202,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science Engineering,G PullaReddy Engineering College,Postgraduate Student,Self,Intermediate,Male,53,46-55,BU,Kerala
412,A+,7774,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,B.Tech (CSE),KRMU,Graduate Student,Self,Basic,Female,64,56-65,AM,Himachal Pradesh
412,B,6987,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Engineering,vishwakarma government engineering college,Graduate Student,Self,Basic,Female,55,46-55,DP,Chhattisgarh
412,B,7781,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,MCA,Jain college of Engineering,Graduate Student,Self,Intermediate,Female,45,36-45,CT,Bihar
412,A,7793,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,School Student,Self,Advanced,Male,30,26-35,BP,Tripura
412,A+,7796,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Advanced,Female,38,36-45,AD,Gujarat
412,B+,7803,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science,Thapar institute of engineering technology,Graduate Student,Self,Basic,Male,33,26-35,AQ,Jharkhand
412,B+,7800,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,RGUKT RKVALLEY,Faculty,Self,Basic,Male,54,46-55,DT,Maharashtra
412,B+,7804,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science Engineering,IIIT R.K.Valley RGUKT-AP,Graduate Student,Self,Intermediate,Female,56,56-65,BG,Jharkhand
412,B+,7756,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer engg,VJTI Mumbai,Industry Professional,Self,Intermediate,Male,19,16-25,CO,Goa
451,B,7756,False,06-05-2018,Basic Programming Using Python(01 - 30April),30-03-2018,Computer engg,VJTI Mumbai,Industry Professional,Self,Intermediate,Female,17,16-25,AK,West Bengal
482,A+,7756,False,31-05-2018,Basic Programming Using Python(01 - 31 May),01-05-2018,Computer engg,VJTI Mumbai,Graduate Student,Self,Advanced,Female,58,56-65,CV,Gujarat
412,A,7811,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Electronics and Communication Engineering,Indian Institute of Technology Guwahati,Postgraduate Student,Self,Basic,Male,49,46-55,CU,Himachal Pradesh
412,A,7788,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Faculty,Self,Basic,Female,64,56-65,CF,Bihar
412,B,7842,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Advanced,Female,56,56-65,DB,Mizoram
412,C,7841,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Intermediate,Male,46,46-55,DA,Kerala
412,B,7844,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Advanced,Male,56,56-65,DL,Assam
412,C,7226,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,COMPUTER SCIENCE AND ENGINEERING,G PULLA REDDY ENGINEERING COLLEGE(AUTONOMOUS),Postgraduate Student,Self,Intermediate,Female,28,26-35,BO,Maharashtra
412,C,7839,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science and Engineering,AP-IIT RK Valley RGUKT,Graduate Student,Self,Advanced,Female,26,26-35,CY,Madya Pradesh
412,C,4503,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Information Technology,"K K Wagh Institute Engineering Education and Research ,Nasik",Graduate Student,Self,Intermediate,Female,48,46-55,AA,Maharashtra
412,A+,7831,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Industry Professional,Self,Intermediate,Female,48,46-55,BM,Rajasthan
412,B,7855,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Advanced,Male,43,36-45,AU,Jammu and Kashmir
412,B,7856,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Intermediate,Female,22,16-25,BL,Manipur
412,B,7860,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Mechanical Engineering,Vardhaman College of Engineering,Faculty,Self,Intermediate,Male,16,16-25,CL,Punjab
412,A+,6897,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science  and Engineering,Sou.Sushila Danchan GhodawatCharitable Trust's Group of Institutions-Sanjay Ghodawat Institute.,others,Self,Advanced,Female,31,26-35,DN,Jammu and Kashmir
412,B+,7858,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,G. Pullareddy engineering college,School Student,Self,Intermediate,Female,49,46-55,DB,Mizoram
482,B+,7858,False,31-05-2018,Basic Programming Using Python(01 - 31 May),01-05-2018,CSE,G. Pullareddy engineering college,Postgraduate Student,Self,Intermediate,Female,44,36-45,BC,Andra Pradesh
412,A,7854,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Information technology 5,Sal college of engineering,Graduate Student,Self,Basic,Female,52,46-55,BU,Kerala
412,A+,7863,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,IT,xyz,Faculty,Self,Advanced,Male,16,16-25,CU,Himachal Pradesh
412,B+,7865,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science and Engineering,Kalyani Government Engineering College,Faculty,Self,Advanced,Male,24,16-25,DJ,Tamil Nadu
412,B+,7808,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science and Engineering,Sri Jayachamarajendra College of Engineering,Graduate Student,Self,Basic,Male,58,56-65,AZ,West Bengal
451,A,7808,False,06-05-2018,Basic Programming Using Python(01 - 30April),30-03-2018,Computer Science and Engineering,Sri Jayachamarajendra College of Engineering,Graduate Student,Self,Basic,Female,40,36-45,BV,Himachal Pradesh
482,A,7808,False,31-05-2018,Basic Programming Using Python(01 - 31 May),01-05-2018,Computer Science and Engineering,Sri Jayachamarajendra College of Engineering,Graduate Student,Self,Advanced,Male,49,46-55,BD,Assam
412,B,7872,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,G.PULLA REDDY ENGINEERING COLLEGE,Faculty,Self,Basic,Female,26,26-35,DH,Uttar Pradesh
412,B+,7880,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Information science,Siddaganga institute of technology,Graduate Student,Self,Intermediate,Female,18,16-25,BF,Maharashtra
412,B+,7883,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,COMPUTER SCIENCE & ENGINEERING,SANT LONGOWAL INST. OF ENGG. AND TECHNOLOGY,Graduate Student,Self,Advanced,Male,63,56-65,CC,Punjab
499,B,7883,True,30-06-2018,Basic Programming Using Python(01 - 30 June),01-06-2018,COMPUTER SCIENCE & ENGINEERING,SANT LONGOWAL INST. OF ENGG. AND TECHNOLOGY,Graduate Student,Self,Basic,Male,33,26-35,BC,Andra Pradesh
412,C,7884,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science,G Pulla Reddy Engineering College,Graduate Student,Self,Basic,Female,40,36-45,AE,Haryana
412,B+,7888,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Basic,Female,29,26-35,BN,Kerala
412,B,7893,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Intermediate,Male,17,16-25,CS,Uttaranchal
412,B,7894,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer,Marwadi Uni ersity,Graduate Student,Self,Intermediate,Male,56,56-65,BD,Assam
412,A,7641,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer science,Rymec,Graduate Student,Self,Advanced,Female,29,26-35,DV,Kerala
412,B+,7867,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,IT,KKWIEER,Graduate Student,Self,Advanced,Male,27,26-35,DQ,Bihar
412,B+,7900,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,GPREC,Postgraduate Student,Self,Advanced,Male,54,46-55,AA,Maharashtra
412,B,6701,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Advanced,Male,26,26-35,BI,Uttaranchal
412,B+,7847,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Basic,Male,52,46-55,AE,Haryana
412,C,7906,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,GPREC,Graduate Student,Self,Advanced,Male,49,46-55,BM,Rajasthan
412,P,7905,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Advanced,Female,20,16-25,DJ,Tamil Nadu
412,A+,7912,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,SLIET,Graduate Student,Self,Intermediate,Male,20,16-25,CB,Jharkhand
451,A,7912,False,06-05-2018,Basic Programming Using Python(01 - 30April),30-03-2018,CSE,SLIET,Graduate Student,Self,Intermediate,Male,34,26-35,AC,Punjab
412,A+,7914,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,SLIET,Industry Professional,Self,Advanced,Male,42,36-45,BA,Uttar Pradesh
412,B,7920,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,Medi-Caps University,Graduate Student,Self,Basic,Female,26,26-35,BY,Kerala
412,A+,7198,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,G.PullaReddyEngineeringCollege,Faculty,Self,Basic,Female,50,46-55,DV,Kerala
412,C,7923,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,IT,MGM's COE Nanded,Graduate Student,Self,Basic,Male,34,26-35,CZ,Jammu and Kashmir
412,A+,7929,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science,B.M.S College of Engineering,Postgraduate Student,Self,Advanced,Male,63,56-65,CI,Tripura
451,A+,7929,False,06-05-2018,Basic Programming Using Python(01 - 30April),30-03-2018,Computer Science,B.M.S College of Engineering,Industry Professional,Self,Intermediate,Female,34,26-35,CO,Goa
412,A+,7932,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science engineering,"GMR INSTITUTE OF TECHNOLOGY,RAJAM",Graduate Student,Self,Intermediate,Female,42,36-45,CJ,Goa
412,A+,7758,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Intermediate,Male,21,16-25,BQ,Bihar
412,B+,7977,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Cse,Rymec,Postgraduate Student,Self,Basic,Male,27,26-35,CH,Tripura
412,F,7949,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Engineering,"R. C. Patel Institute of Technology, Shirpur",Graduate Student,Self,Intermediate,Male,17,16-25,AV,Gujarat
412,C,7982,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,extc,Terna engineering college,Graduate Student,Self,Advanced,Female,62,56-65,AO,Bihar
412,B+,8005,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,MECHANICAL with MINOR IN COMPUTER SCIENCE,NATIONAL INSTITUTE OF TECHNOLOGY TRICHY,Faculty,Self,Basic,Female,46,46-55,CP,Andra Pradesh
482,A,8005,False,31-05-2018,Basic Programming Using Python(01 - 31 May),01-05-2018,MECHANICAL with MINOR IN COMPUTER SCIENCE,NATIONAL INSTITUTE OF TECHNOLOGY TRICHY,Faculty,Self,Basic,Male,32,26-35,CN,Chhattisgarh
412,A+,8009,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science,Jaypee Institute of Information and Technology,Industry Professional,Self,Advanced,Male,41,36-45,DD,Jharkhand
412,A+,7828,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Cse,G.PullaReddy Engineering Collage,Industry Professional,Self,Intermediate,Female,48,46-55,BI,Uttaranchal
451,A,7828,False,06-05-2018,Basic Programming Using Python(01 - 30April),30-03-2018,Cse,G.PullaReddy Engineering Collage,School Student,Self,Basic,Male,29,26-35,DG,Himachal Pradesh
412,A+,8010,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Information Technology,St. Vincent Pallotti College of Engineering and Technology,School Student,Self,Basic,Male,30,26-35,AD,Gujarat
412,B,8014,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science and Engineering,Dronacharya Group of Institutions,Graduate Student,Self,Basic,Male,51,46-55,DT,Maharashtra
412,C,8016,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,PULLIAH,Graduate Student,Self,Intermediate,Female,37,36-45,DB,Mizoram
412,B,8015,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer science,Shri Ramswaroop Memorial University,Graduate Student,Self,Advanced,Male,34,26-35,AH,Assam
412,A+,8022,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,"GH Raisoni College of Engineering,Nagpur",Graduate Student,Self,Intermediate,Female,17,16-25,CX,Chhattisgarh
412,B+,7835,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,ECE,RGUKT,Graduate Student,Self,Intermediate,Male,50,46-55,DD,Jharkhand
412,B+,8025,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Engineering,Vishwakarma Government Engineering Collee,Postgraduate Student,Self,Intermediate,Male,39,36-45,DJ,Tamil Nadu
412,A,8023,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,G.Pulla Reddy Engineering College,Postgraduate Student,Self,Basic,Female,27,26-35,BE,Goa
412,A+,7232,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,G.pullareddy engineering college,Graduate Student,Self,Intermediate,Male,47,46-55,CY,Madya Pradesh
412,C,8043,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer engineering,Aligarh Muslim University,Graduate Student,Self,Basic,Male,16,16-25,CZ,Jammu and Kashmir
412,B+,8045,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science and Engineering,Netaji Subhash Engineering College,Graduate Student,Self,Basic,Male,36,36-45,BM,Rajasthan
412,B+,8048,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science,Rajarajeswari college of Engineering,Graduate Student,Self,Basic,Female,30,26-35,AN,Kerala
412,A,8049,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science,G.Pulla Reddy Engineering College,Postgraduate Student,Self,Intermediate,Male,18,16-25,AO,Bihar
412,A,8051,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Intermediate,Female,31,26-35,CG,Madya Pradesh
412,B,8064,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Information Technology,Dhole Patil College of Engineering,School Student,Self,Intermediate,Female,56,56-65,CK,Haryana
412,B+,8065,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Faculty,Self,Advanced,Female,50,46-55,AG,Uttar Pradesh
412,A+,7679,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Basic,Male,50,46-55,AK,West Bengal
451,C,7679,False,06-05-2018,Basic Programming Using Python(01 - 30April),30-03-2018,,,Postgraduate Student,Self,Intermediate,Male,23,16-25,AG,Uttar Pradesh
412,B,8071,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,"G.Pulla Reddy Engineering College,Kurnool",Graduate Student,Self,Basic,Female,33,26-35,AP,Kerala
412,B,8072,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,COMPUTER SCIENCE,G.PULLA REDDY ENGINEERING COLLEGE,Faculty,Self,Advanced,Female,60,56-65,BX,West Bengal
412,B,8080,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,"TKIET , Warananagar",Faculty,Self,Advanced,Male,32,26-35,DF,Manipur
412,A+,7587,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Advanced,Female,42,36-45,CN,Chhattisgarh
412,A+,8073,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Basic,Male,64,56-65,BQ,Bihar
412,A,8055,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Advanced,Male,37,36-45,DT,Maharashtra
412,B,8058,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,GMR institute of technology,Graduate Student,Self,Basic,Female,49,46-55,CB,Jharkhand
412,A+,8090,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Electronics and Communication,"Amrita School of Engineering,Coimbatore",School Student,Self,Advanced,Female,48,46-55,DL,Assam
412,B+,8088,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science and Engineering,G.PULLAREDDY ENGINEERING COLLEGE,Industry Professional,Self,Basic,Female,63,56-65,BG,Jharkhand
451,A+,8088,False,06-05-2018,Basic Programming Using Python(01 - 30April),30-03-2018,Computer Science and Engineering,G.PULLAREDDY ENGINEERING COLLEGE,Graduate Student,Self,Basic,Female,32,26-35,BS,Jharkhand
412,B,8081,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Information Technology,"Sinhgad college of engineering,punechnologypune",Faculty,Self,Basic,Female,16,16-25,CA,Tamil Nadu
412,A,8092,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,electronics and communication,cmr technical campus,Industry Professional,Self,Intermediate,Female,27,26-35,BV,Himachal Pradesh
412,B+,7261,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,G.Pulla Reddy Engineering College,Graduate Student,Self,Advanced,Male,56,56-65,AX,Arunachal Pradesh
412,A,8101,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,ELECTRONICS AND COMMUNICATION ENGINEERING,G.PULLA REDDY ENGINEERING COLLEGE,Postgraduate Student,Self,Intermediate,Female,62,56-65,BN,Kerala
412,C,8099,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Electronics,D J Sanghvi College of Engineering,Graduate Student,Self,Advanced,Male,18,16-25,AK,West Bengal
412,A,8066,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,computer,cgpit,Faculty,Self,Basic,Male,22,16-25,BK,West Bengal
412,A,8106,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,ELECTRONICS AND COMMUNICATION ENGINEERING,G.PULLA REDDY ENGINEERING COLLEGE,Graduate Student,Self,Advanced,Male,18,16-25,AO,Bihar
412,B,8054,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Advanced,Male,40,36-45,BC,Andra Pradesh
412,B+,7741,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer science and engineering,Thapar institute of engineering and technology,Faculty,Self,Intermediate,Male,41,36-45,CY,Madya Pradesh
412,B,8111,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,St.Joseph's institute of technology,Faculty,Self,Advanced,Female,60,56-65,AS,Goa
412,A,6747,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer science,Vignan institute of technology and management,Postgraduate Student,Self,Advanced,Male,55,46-55,AT,Andra Pradesh
412,A,7698,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,School Student,Self,Intermediate,Male,52,46-55,BS,Jharkhand
412,A,8115,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science and Enginereering,Sahrdaya College of Engineering and Technology,School Student,Self,Basic,Male,35,26-35,BF,Maharashtra
412,C,7895,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Mechanical Engineering,"National Institute Of Technology,Agartala",Faculty,Self,Intermediate,Male,35,26-35,DB,Mizoram
412,A,8118,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,M.C.A,"Amity University, Kolkata",Graduate Student,Self,Advanced,Female,30,26-35,DD,Jharkhand
412,P,6869,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Electrical,V.J.T.I,Postgraduate Student,Self,Intermediate,Male,41,36-45,DU,Tamil Nadu
412,B,4597,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Basic,Female,44,36-45,CG,Madya Pradesh
412,A,8131,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Intermediate,Female,51,46-55,CH,Tripura
412,A,8109,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Postgraduate Student,Self,Advanced,Female,47,46-55,BO,Maharashtra
412,A+,7933,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Information and Communication Technology,Pandit Deendayal Petroleum University,Graduate Student,Self,Advanced,Male,49,46-55,CY,Madya Pradesh
412,P,8145,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Basic,Female,17,16-25,DO,Tripura
412,B,7935,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science and Engineering,"Walchand College of Engineering, Sangli",Graduate Student,Self,Advanced,Male,63,56-65,AP,Kerala
412,A,8153,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,ece,kongu engineering college,Graduate Student,Self,Advanced,Female,57,56-65,BG,Jharkhand
412,A+,7253,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,CSE,"G.Pulla Reddy Engineering college,kurnool",Graduate Student,Self,Advanced,Female,16,16-25,BZ,Meghalaya
412,B+,4487,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Information Technology,K.K.Wagh Institute Of Engineering Education And Research Nashik,Graduate Student,Self,Basic,Female,49,46-55,CN,Chhattisgarh
451,B+,4487,False,06-05-2018,Basic Programming Using Python(01 - 30April),30-03-2018,Information Technology,K.K.Wagh Institute Of Engineering Education And Research Nashik,Graduate Student,Self,Basic,Male,44,36-45,DH,Uttar Pradesh
412,C,7284,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Postgraduate Student,Self,Intermediate,Male,26,26-35,CE,Tripura
412,A,7899,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,ECE,G PULLA REDDY ENGINEERING COLLEGE,Industry Professional,Self,Advanced,Male,23,16-25,BU,Kerala
412,P,8164,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Intermediate,Male,39,36-45,BC,Andra Pradesh
412,B+,8162,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer/IT Engineering,Gujarat Technological University,Graduate Student,Self,Advanced,Male,59,56-65,AF,Kerala
412,A+,7250,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer science engineering,G. Pulla Reddy Engineering College,Graduate Student,Self,Advanced,Male,54,46-55,BQ,Bihar
412,B,8166,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,School Of Computer Science Engineering,"University Of Petroleum and Energy Studies, Dehradun.",Graduate Student,Self,Basic,Female,20,16-25,AA,Maharashtra
412,B,6842,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Information Technology,Vardhaman College Of Engineering,Graduate Student,Self,Intermediate,Male,19,16-25,AH,Assam
412,B,8158,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Credit,HFFC,Graduate Student,Self,Basic,Male,46,46-55,CR,Tripura
412,P,7101,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Information Technology,Kamaraj College of Engineering and Technology,School Student,Self,Advanced,Male,38,36-45,CA,Tamil Nadu
